연대,명사
2010s,사랑 추억 멜로드라마 결말 사랑 이제 조명 마지막 페이지 이별 건 오늘 어제 내일 건 상처 사랑 사랑 기억 사랑 추억 멜로드라마 결말 사랑 이제 조명 마지막 페이지 갈비뼈 사이사이 느낌 사랑 눈빛 너에게 반쪽 과거 두기 사람 기억 사랑 추억 멜로드라마 결말 사랑 편의 영화 봄 기억 이제 조명 마지막 페이지 질투 듯이 사랑 정도 사랑 사랑
2010s,넌 날 걱정 사람 거짓말 날 이별 세상 사람 행복 생각 표정 날 눈 좋아서 얼굴 딴청 그날 사람 사랑 이제 그날 지갑 음식점 월급날 원 커플링 사랑 사람 날 눈 좋아서 얼굴 딴청 그날 사람 사랑 이제 그날 소식 끝 이기 이제 너에게 말 사람 그날
2010s,생각 눈물 날 사람 이제 테 하루 유일한 휴식처 하나로 말 눈빛 송이 꽃 피고 날 순간 햇살 눈빛 꿈 순간 불안 삶 줄기 빛 날 하나로 말 눈빛 송이 꽃 피고 날 순간 미래 품속 순간 순간 영원 바람 좋은 날 햇살 날 너에게 처음 그날 날 순간
2010s,이별 말 넌 하루 생각 눈 밤 집 앞 말 집 앞 날 끝 게 한참 말 하루 하루 맘 거짓말 날 사랑한다고 말해 집 앞 날 끝 게 한참 번 번 쯤 전화 목소리 감정 마음 게 말 사랑 바람 텐 데 끝 게 한참 속 오늘
2010s,너와 나 랑데뷰 랑데뷰 마음 눈 눈 눈 어깨 무릎 발 숨 탁 정신 매력 우우 우 말 필요 넌 숨 넌 거 거 넌 눈 눈 눈 눈 눈 눈 눈빛 터터 터터 터터 터치 뿐 머리 발끝 앞 게 꿈 Wake Up Wake Up 땡땡이 날 매력 Now or Never 마음 우우 우 낮 밤 빛 생각 날 거 밤 잠도 거 눈 눈 눈 눈 눈 눈 눈빛 터터 터터 터터 터치 뿐 머리 발끝 우 가슴 우 가슴 눈 눈 눈 눈 눈 눈 눈빛 터터 터터 터터 터치 뿐 머리 발끝 앞
2010s,얼굴 태도 녀 린 몸매 속 배로 직진 보지 눈치 넌 칼로 물 손 눈 꼭대기 물 물고기 독해 혹 번 생각 남 척 착각 건 날 거 넌 불 거리 사거리 동서남북 사방 제멋대로 번 생각 남 척 착각 건 날 거 넌 불
2010s,빛 눈 눈빛 사랑 눈 남 얘기 준비 선물 게 일상 순간 별생각 이제 예뻐 맘 남 얘기 준비 선물 게 일상 순간 뒤 예뻐 순수 사람 준비 선물 게 일상 순간 사랑 순간
2010s,속 곁 여행 이제 집 서랍 하늘 넌 이별 길 위에서 발견 우려 맘 발걸음 끝 속 곁 여행 이제 집 방 기억 위 길 맘 속 채 속 곁 여행 이제 집 세상 완결 이야기 빛 눈 소리 마음 위 넌 겹 니가 필요해 곁 그날
2010s,사랑 법 모습 나중 정해 지지 남 게 서로 고민 사랑해 사람 게 사랑 법 번 사랑 법 처음 눈빛 서로 남 게 서로 고민 사랑해 사람 게 거
2010s,오늘 공항 핸드폰 꺼 날 소리 손 쯤 거 도시 새 자유 숨 곳 나기 자유 숨 거 노트북 꺼 날 잡지 소리 손 쯤 거 도시 새 자유 숨 곳 나기 자유 숨 곳 나기 자유 숨
2010s,말 게 텐 데 이유 말 손짓 기억 속으로 잠 비 거리 채 날 생각 밤 잠 자리 눈물 거 말 넌 품 이제 눈 꿈속 밤 아침 잠 눈물 비 거리 채 날 생각 밤 잠 자리 눈물 거 비 거리 채 날 생각 밤 잠 자리 눈물 거
2010s,손끝 봄이 바람 불어 곳곳 듯 기분 내일 날 어둠 그림자 밤 달 달 빛 몸 욕조 물 미련 한숨 공간 새벽 별이 빛나는 밤 휘 휘 휘 너와 나 밤 별이 빛나는 밤 야야 야야 별이 빛나는 밤 야야 야야 야야 별이 빛나는 밤 겨울 꽃 피고 공기 냄새 날 거 일상 반복 내일을 기다려 하루 끝 자리 날 날 자리 밤하늘 거 새벽 별이 빛나는 밤 휘 휘 휘 너와 나 밤 별이 빛나는 밤 야야 야야 별이 빛나는 밤 야야 야야 야야 별이 빛나는 밤 밤 가슴 풍경 물어 현실 부정 눈 아르 별이 빛나는 밤 휘 휘 휘 너와 나 밤 별이 빛나는 밤 야야 야야 별이 빛나는 밤 야야 야야 야야 별이 빛나는 밤
2010s,위험 끈 넌 가위 호의 필요 인내심 유혹 술 해 볼라 넌 술 후회 넌 용기 오늘 뿐 진심 술 절대 소리 악마 춤 거 밖 바람 세상 옆 남자 술 남자 아무것 건 거 술 정신 가위 날 사랑 본능 전 이성 잇 값 말 수작 기분 물 잔 넌 술 후회 넌 용기 오늘 뿐 한잔 잔 기분 한잔 잔 건배 눈 한잔 잔 한잔 잔
2010s,기분 너 때문에 심장 상처 걱정 처음 느낌 위험 느낌 손 잡아줘 넌 롤러코스터 롤러코스터 가슴 척 말 넌 맘 건 너 때문에 눈 날 걱정 처음 느낌 위험 느낌 손 잡아줘 넌 롤러코스터 롤러코스터 내 사랑 게 꿈 넌 롤러코스터 넌 롤러코스터 롤러코스터 롤러코스터 롤러코스터 롤러코스터
2010s,물결 발목 곳 기억 기대 상처 밤 욕심 맘 운명 곁 숨 가시 고통 곳 사랑 기대 상처 밤 사치 맘 운명 곁 곁 날 마지막 남은 기쁨 운명 뿐 곁
2010s,첫눈 서로 혈관 속 말 만남 수학 공식 종교 율법 우주 섭리 운명 증거 꿈 출처 너에게 내민 손은 정해진 숙명 걱정 건 우연이 완전 운명 우주 날 무한 세기 전생 생 건 우연이 운명 너에게 집중 날 태초 이건 필연 놀라 숨 게 이상해 게 말 사랑이란 감정 애초 심장 걱정 건 우연이 완전 운명 우주 날 무한 세기 전생 생 건 우연이 운명 운명 후회 걱정 건 우연이 완전 운명 우연이 우연이
2010s,여름 힘 올해 새벽녘 바람 가을 사랑 별수 듯 계절 사랑 그날들 날 시절 밤새 가을 안고 가슴 넌 지금 쯤 편안 이제 날 사랑 그날들 날 시절 밤새 가을 안고 가슴 계절 날 날 추억 짐 힘 가을 그리움 눈물 밤새
2010s,척 척 사랑 사랑 완벽 약점 꿈속 꽃 세상 숲 거울 대체 척 척 사랑 사랑 완벽 약점 꿈속 꽃 거짓 날 인형 거짓 날 인형 웃어봐 사랑해 말 이해 하네 하네 예전 아냐 눈 사랑은 사랑 날 날 거짓 날 인형 거짓 날 인형 척 척 사랑 사랑 완벽 약점 꿈속 꽃
2010s,보고 싶다 말 보고 싶다 사진 보고 싶다 야속 이제 얼굴 번 겨울 뿐 8월 겨울 마음 남은 설국열차 손 지구 반대편 겨울 그리움 눈 봄날 허공 먼지 먼지 눈 텐 데 눈꽃 보고 싶다 보고 싶다 보고 싶다 보고 싶다 밤 겨울 끝 봄날 꽃 순간 거지 거지 넌 하루 적 원망 불어 내 연기 연기 말 사실 눈꽃 보고 싶다 보고 싶다 보고 싶다 보고 싶다 밤 아침 거 어둠 계절 영원 벚꽃 피나 겨울 끝 보고 싶다 보고 싶다 보고 싶다 보고 싶다 며칠 밤 겨울 끝 봄날 꽃
2010s,라라 라라 라라 라라 라라 라라 꽃 축제 밤 파도 소리 춤 순간 느낌 바다 바람 달빛 조명 아래 너와 나 세상 공기 순간 행복 우주 위 듯 바다 듯 소리 미소 반쪽 달 너와 나 달 뒷면 파티 열기 약속 은빛 모래알 순간 행복 우주 위 듯 바다 듯 소리 오늘 마지막 듯 소리 듯 오늘 마지막 듯 소리 별빛 바다 듯 소리
2010s,말 말 노래 나나 마지막 아니야 꽃 넌 놈 사랑 의식 발길 흐름 길 날 빛 줄기 전율 꽃 길 인해 설 드 리오 리다 님 가시 길 꽃 뿌리 오리 날 사랑해줘요 꽃 길 자리 날 말 말 머릿속 추억 테 꽃 세상 뿐 넌 음악 날 은인 꽃밭 가사 말 빠 담 빠 담 만개 꽃 색 개 무한대 울림 사계 맘 담 그림 눈 의심 드 리오 리다 님 가시 길 꽃 뿌리 오리 날 사랑해줘요 꽃 길 자리 날 꽃 잎 입 얼굴 꽃 길 준비 오시 길 날 사랑해줘요 꽃 길 자리 날 꽃 잎 입 얼굴 꽃 길 준비 자리 날
2010s,밤 그날 반딧불 창 음 사랑 말 입맞춤 눈 음 곳 가요 파도 모래 위 글씨 그리워 그리워 마음속 말 사랑 말 행운 파도 모래 위 글씨 그리워 그리워 일기장 말 사랑 말 밤 그날 반딧불 창 음 꿈
2010s,이별 중 끝 사랑 중 열애 중 행복 날 이별 중 열애 중 사랑해 열애 중 적 이별 열애 중 이별 중 날 이별 중 열애 중 사랑해 열애 중 적 이별 이별 마지막 후회 중 원망 중 적 열애 중
2010s,습관 눈 모습 거짓 뿐 말 모습 번 뿐 이별 말 진심 이제 후회하지 않아 순간 사랑 말 수화기 너머 날 위로 목소리 추억 말 말 후회하지 않아 순간 사랑 말 시작 처음 고백 순간 사랑 게 게 이제 사랑 후회하지 않아
2010s,매일 매일 잿빛 팽이 돌 듯이 어른 벌레 꿈 자라 뿔 어른 테 라도 어제 오늘 온도 비행운 한숨 자국 자라 뿔 어른 테 라도 울적 어제 오늘 온도 비행운 한숨 자국 어제 오늘 온도 비행운 한숨 자국 꼬마 간직 꿈 일기장 7월 20일 우주 비행 사라
2010s,영화 속 책 속 드라마 속 사랑 사랑 가슴 두근두근 설레임 쯤 사람 사탕 하늘 사랑 느낌 하루 종일 세상 사랑 상상 가슴 진짜 사랑 울어버릴지도 몰라 쯤 사람 사탕 하늘 사랑 느낌 하루 종일 세상 사랑 세상 곳 쯤 인연 시작 느낌 영화 드라마 사랑 거 예감 준비 거 사탕 하늘 사랑 느낌 하루 종일 세상 사랑
2010s,내일 핸드폰 잠 생각 인스타그램 인스타그램 하네 사람 인스타그램 인스타그램 속 문제 문제 세상 속 사랑 노래 밤 속 생각 틈 게 놈 정보화 시대 요즘 수록 클럽 영화 동네 맘 구멍 중 인걸 바다 속 문제 문제 세상 속 사랑 노래 밤 속 생각 루 루 낭비 하네 인스타그램 속 원래 이리 가요 피드 속 세상 뿐 사진 뒤 마음 메이 인스타그램 속 요즘 잠 건 단발 루 루 루 루 루 루 낭비 하네 인스타그램 속
2010s,오늘 하루 게 게 마음 게 답 날 감옥 앞으로 아무것 마음속 하루 하루 끝 사실 넌 마음 원 그리워 해 기억 처음 옷차림 머리 스타일 마음속 하루 잠 머리 일상 엉망 척 표정 곳 흔적 엔 하루 하루
2010s,별 이별 하늘 곳 듯이 밤하늘 속 별 중 점 이별 별 이별 마지막 모습 그리워 꿈 라도 품 안고 밤하늘 속 별 중 점 이별 밤하늘 별 중 점 이별
2010s,사람 속 눈 무심 표정 호기심 자극 시크 스타일 덤 옷 신경 듯 듯 관심 말투 외면 날 요즘 날 시선 홀린 듯 날 환호 척 넌 번 시작 지금 너에게 말 고개 키 건 신경 목소리 집중 상황 주위 거 거 말 사실 게임 하진 반 쯤 홀린 듯 날 환호 척 넌 번 시작 혼란 맘 상상 거 노력 틈 정답 자연 넌 선택 선택 홀린 듯 날 환호 말 결과 거 넌
2010s,오늘 술 우울 침대 위 전화 꺼 내일 후회 바람 불어 술 잔 생각 옆 파도처럼 오늘 생각 오늘 술 밤 침대 위 전화 꺼 내일 후회 시 집 게 생각 파란 지붕 밑 강 곳 한강 위 달빛 곳 저녁 새벽 생각 빈자리 날 사랑 번호 건 오늘 밤 말 사랑 오늘 술 비 침대 위 전화 꺼 내일 후회 밤 술 건 마음 때문 탓 지금 생각 잠 분
2010s,채 눈 모습 처음 날 소리 불꽃 마지막 입 달빛 아래 마음 설 레 은하수 갈래 오늘 가도 후회 순간 영원 넌 마음 불 후회 젊음 지금 밤 밤 이 노래 끝 너와 나 아래 옆 필요 주인공 위험 세상 끝 오늘 가도 후회 순간 영원 넌 마음 불 후회 젊음 세상 달 별 끝 달 별 끝
2010s,바보 아쉬움 노래 하늘 눈물 속 기도 마음 생각 미소 가슴속 사랑 필요 남은 공간 눈물 노래 그리워 그리워 거울 속 모습 필요 기억 바다 창고 라고 하루 종일 외로움 유일한 흔적 눈 채 오늘 공간 눈물 노래 그리워 그리워 거울 속 모습 필요 꽃 안고 앞 시절 모습 앞 손끝 시계 제자리 천사 떠나지마 사랑 거짓말 말 그리워 그리워 그리워 마지막 말 그리워 필요 바보 아쉬움 노래 하늘 기도 마음
2010s,서서 고민 고민 짓 쯔위 라고 작정 인사 전화번호 쪽지 떡 지금 눈 후회 용기 생각 떡 바보 말 맘 하루 종일 보고 싶다 표정 관리 말투 긴장 필요 정신 집중 떡 지금 눈 후회 용기 생각 떡 바보 말 맘 하루 종일 보고 싶다 날 거 날 사랑 바라 사랑 말 주저 생각 떡 바보 말 맘 하루 종일 보고 싶다 사랑 말
2010s,별빛 넌 불 심장 오늘 기분 마음 모습 맘 틈 별 안개 속 말투 속 밤 별빛 넌 아냐 방 간직 밤 밤 밤 밤 밤 하늘 꿈 속 사랑 고백 창문 너머 사이 기대 밤 별빛 넌 아냐 내방 간직 맘 맘 지금 며칠 넌 순간 오늘 밤 손 보고 싶은 밤 밤 밤 밤 밤하늘 꿈 속
2010s,너와 나 입술 순간 속 공기 온몸 전율 숨 순간 기분 날 순간 날 오늘 밤 심장 순간 순간 약속 아냐 이제 말 옆 놈 거 킬러 말 품 안고 비상 걱정 지하 하든 간 하나라 수식어 거 너와 나 귓가 날 순간 날 오늘 밤 기분 신발 질문 나중 남자들 쿠 시작 날
2010s,마무리 이별 뿐 전해 사람 넌 거 사랑 사랑 시작 모습 못 잊어 헤어 소식 날 사람 분 행복 사랑 번 유난 행복 바 사랑 사랑 시작 모습 못 잊어 헤어 소식 날 사람 분 행복 답 자존심 때문 척 척 추억 정도 사랑 뒤끝 예전 남자친구 뿐 사랑
2010s,중 해 건 날 말 사랑 말 이해 사랑 이야기 시작 이유 이유 날 사랑 가슴 가지 말 가슴 말 사랑 이야기 숨 이별 날 이유 날 핑계 그날 이제 그리워 텐 데 말 표현 하루 사랑 적 사랑 이야기 시작 이유 이유 날 사랑 가슴 사랑 이야기 숨 이별 날 이유 날
2010s,넌 키 빼빼 기억 맘 게 나름 맘 채 졸업식 소식 땜 사실 말 거 말 거 넌 숫기 기억 말 이제 어깨 날 사실 말 거 말 거 지금 몸 말 눈 게 사실 말 거 말 거
2010s,곳 도 곳 마음 밑 위도 외 우도 하늘 파래 다행 눈 돌고래 테 풍선 밑 쿠션 바람 날 상품 속 시원 한숨 추진력 날 와중 날개 치 위 비 비행 비행 구름 바람 발등 위 불어 날개 중 먹구름 쿠 릉 의미 말 귀로 입안 씹 혀 만물 감사 삶 건 거지 부모 이름 김 구름 발자국 시동 추 추 하늘 위 하늘 위 모습 자유 모습 바람 경험 할거 발 발자국 발자국 발자국 위 하늘 자유 비행 탈 걱정 걱정 구름 발자국 발목 족쇄 본래 발 땅 안녕 현재 반성 함성 하늘 위 하늘 위 태 걸음걸이 무한대 영혼 동선 사이 계속 기름 피 리듬 빙글빙글 하루 이틀 칠흑 속 믿음
2010s,날 마음 쯤 그리워 시작 흔적 넌 말 맘 곳 후회 추억 무게 기억 위 잠 날 마음 쯤 그리워 하루 숨 듯 날 고요 건 게 거 기분 모래 듯 맘 방법 너에게 엉망 사랑은 주제 날 맘 빛 파고 피해 오늘 이별 주위 날 마음 쯤 그리워 보랏빛 새벽 고요 마음 속 말 보고 싶다 날 마음 쯤 그리워 소나기
2010s,비도 생각 생각 거지 의미 오늘 오랜만 생각 날 노래 오늘 우울 맘 밤 가슴 속 비도 생각 생각 거지 의미 우산 속 집 날 감정 빗물 시계 초침 소리 방 비 기억 속 놈 품 자격 비도 생각 생각 거지 의미 우산 속 집 날 감정 행복 비 곳 비도 생각 생각 거지 의미 우산 속 집 날 감정
2010s,사실 보고 싶다 말 예전 척 목소리 예전 느낌 감정 밤 전화 정신 진심 진심 사실 사랑 말 모습 거짓말 예전 느낌 감정 밤 전화 정신 진심 진심 목소리 처음처럼 맘 늦기 전에 예전 느낌 감정 밤 전화 정신 진심 진심
2010s,마음 반대 말 다짐 게 실망 후회 바람 입김 숨결 밤 행복 웃음소리 별빛 내일 밤 거 티끌 기억 계절 추억 번 테 웃음 눈물 상처 치유 질문 해답 세상 우주 소멸 순간 거 티끌 기억 계절 추억 번 테 기억 눈물 자리 하루 한번 마음 너에게 거 티끌 기억 계절 추억 테 사랑 사랑
2010s,길 봄 끝 말 말 평생 후회 숨 정신 눈 걱정 안함 건너편 이제 사진 손아귀 거 생각 후회 사랑 뿐 길 여름밤 공기 평생 후회 아니야 정신 다시 시작해 생각 처음처럼 생각 생각 후회 사랑 여름 해 몇 번을 사랑해 사랑해 말 말 손 여름밤 두근두근 구름 구름 위 생각 후회 사랑 뿐
2010s,인사 호들갑 시작 서론 스킨 사양 거 요즘 가요 가십 탐색 불빛 오늘 점 대체 옷 담 기분 표정 태 건 스트레스 때문 걱정 침범 매너 정색 거리 유지 비밀 지 사정 사양 거 눈빛 그림 다 요새 말 다나 문제 침범 매너 정색 거리 유지 말 말 깜빡이 교양 상대 이제 침범 매너 정색 거리 유지
2010s,삶 가족 사랑 세상 꿈 꿈 곳 쯤 사랑 꿈 힘 날 거 이제 내방 아무것 방 넌 넌 게 소용 이 노래 이야기
2010s,친구 소식 날 거리 생각 쯤 떡 아무것 열 거짓말 아침 눈 게 꿈 번 오늘 가슴 밤 지 소식 괜찮아 힘 이름 열 거짓말 아침 눈 게 꿈 번 번 우연 번 밤 기억 지우 진 거 게 사랑 번 오늘
2010s,위성 주위 태양 중심 제멋대로 한순간 소리 눈 상처 넌 생각 듯이 너에게 게 날 마지막 말 설명 필요 화 입 넌 넌 나나 나나 중심 넌 생각 거 에이 밤 식 머리 태도 이해 이제 이제 앞길 품 식 반복 호 호의 권리 잘못 거지 이야기 화 입 넌 나나 나나 중심 넌 생각 거 에이 넌 말 설명 필요 화 입 넌 나나 나나 중심 넌 생각 거 에이 이제 후회
2010s,몸 머리 기분 자석 서로 안고 날 정신 넌 날 기가 날 술 넌 날 독하게 영화 주인공 넌 오늘 주인공 악역 넌 엔 끝장 날개 추락 날 눈물 넌 날 드라마 주인공 넌 오늘 주인공 악역 넌 엔 악역 넌 엔
2010s,사랑 연습 장소 상황 넌 시절 여자 날 사랑 말 정신 소리 말 법 세월 날 야속 여자 사랑 남자 넌 행복 옆 남자 이윤 말 법 세월 법
2010s,이제 욕심 곁 음 반복 봄 하나로 지난날 음 거 노력 건 음 봄 행복 눈물 지난날 서로 행복 사랑 사랑 후회 사랑 그리워 음
2010s,게 행복 머리맡 하늘 날개 눈 I've 이후 삶 게 열 게 관심사 걸음걸이 말투 습관 말 영웅 말 운명 처음 게 세계 평화 질서 거 하늘 날개 눈 말 힘 해달 기도 상처 상처 다짐 이카 루스 날개 태양 너에게 I've
2010s,채 사랑 추억 고개 꿈 말 마음 끝 거리 사이 얘기 패인 상처 눈물 가슴 자리 얼굴 웃음 손 거리 사랑 흔적 게 무력 사이 얘기 패인 상처
2010s,생각 눈물 날 사람 이제 테 하루 유일한 휴식처 하나로 말 눈빛 송이 꽃 피고 날 순간 햇살 눈빛 꿈 순간 불안 삶 줄기 빛 날 하나로 말 눈빛 송이 꽃 피고 날 순간 미래 품속 순간 순간 영원 바람 좋은 날 햇살 날 너에게 처음 그날 날 순간
2010s,이후 변화 행복 눈 빛 아침 눈 하루 식탁 위 하루 하루 대답 별것 맘 서로 사랑해 평온 지금 영원 생각 행복 사랑 건 맘 이해 무심 말투 사이 불안 지금 영원 생각 행복 사랑 건 맘 이해 여름 그리워 빗소리 얼굴 생각 눈 입 테 행복 게 이기 불안 너에게 오랫동안 완벽 사랑 날 잡아줘 힘 배려 날
2010s,사계절 겨울 여름 세상 사랑 봄 한참 서로 셰익스피어 연극 마지막 사랑 듯 보고 파 너만이 겨울 여름 계절 사랑 사랑 서로 서로 낮과 밤 전 계절 너만이 겨울 여름 계절 사랑 사랑 가도 쯤 거 사계절 겨울 여름 세상 사랑 사랑 사랑
2010s,읽기 마음 길 마음 음 여운 사랑 사랑 빛으로 밤 비밀 추억 밤 위 갈피 마음 채 미련 바 그리워 게 테 밤 비밀 추억 밤 위 갈피 그날 온대 서로 안녕 피고 마음 계절 번 내 사랑 꿈 꿈 거
2010s,사랑 건 미움 번 계절 괜찮아 미련 남은 하루 친구 통화 소식 사랑 시작 한때 사랑 이제 남이 사람 넌 넌 걱정 소식 전해 마음 날 생각 맘 거 옆 사람 지 이기 한때 사랑 이제 남이 사람 넌 넌 끝 맘 말 사랑 가슴 바 행복 모습 실감 넌 날 행복 사람 다행 말 거짓말 소식 그날 밤 밤
2010s,별빛 밤 풍경 속 너와 나 날 눈빛 미소 맘 날 선물 꿈 서로 품 끝 밤 날 맘 푸른 바람 밤 일상 기쁨 넌 세상 속 넌 빛 모습 곁 행복 짙은 날 어둠 밤 맘 속 꿈 건 정해진 운명 거 날 맘 푸른 바람 밤 일상 기쁨 넌 세상 속 넌 빛 모습 곁 빛 눈 앞 순간 눈 감지 계절 바람 사람 바람 할거 마지막 숨결 일거 세상 속 넌 빛 모습 곁 밤
2010s,말 말투 거 손 거 물감 하늘 감정 느낌 시 떡 시네 거 음악 사랑 맘 시 생각 시 취향 취미 말 생각 별 감성 너에게 느낌 시 떡 시네 음악 사랑 맘 시 생각 시 구석 맘 한구석 시 떡 시네 거 시
2010s,눈물 추억 사랑 전화 번호 술 문제 문제 술 문제 문제 듯이 듯이 기억 술 한잔 눈물 얼굴 기억 전화 번호 절대 술 문제 문제 술 문제 문제 듯이 듯이 기억 맨정신 술 한잔 제정신 술 한잔 잔 잔 잔 문제 문제 바보 아니야 문제 문제 사랑해 사랑 기억 술 한잔
2010s,별 몸 번 달빛 눈 개 두지 달 별 손 저녁노을 옥상 개 괜찮아 우주 빛나 가사 마디 위로 펜 자극 진심 말 고양이 넌 강아지 날 하루 종일 별 거 별 손 저녁노을 옥상 개 괜찮아 우주 빛나 위로 손 길 날 힘 넌 별 하늘 길 별자리 길 날 기억 별 손 저녁노을 옥상 개 괜찮아 우주 빛나 I don’t know why I don’t know why 처음 I don’t know why I don’t know why 별 손 저녁노을 옥상 개 괜찮아 우주 빛나 개 괜찮아 우주 빛나
2010s,외모 날라리 신경 사랑 세상 게 언니 말 철 생각 매력 애 기준 날 나야 남 신경 거 남 시선 언니 말 생각 매력 애 기준 날 나야 고개 꿈 매력 애 기준 날 나야
2010s,사랑 지 연구 가지 상황 계산 흑 흑 노래 필수 가성 마이크 조절 조심 노래방 노래 무심 척 준비 척 노래 노래 뒤 반응 상상 노래 얼 사랑 때문 노래 연습 건 자연 이치 새 사랑 노래 게 남자친구 실수 그 후 노래방 맘 달 노래방 노래방 취미 노래 척 척 노래 노래 뒤 집 노래방 가자 하네 척 사실 말 노래방 집 뒤 인가 멍 핸드폰 새벽 집 잠 노래 얼 노래 얼
2010s,이 노래 클럽 음악 이 노래 클럽 전화 이 노래 눈물 해 눈 날 침대 날 베개 날 오늘 꿈 번 눈 마음 라면 맘 넌 말 이 노래 클럽 음악 이 노래 클럽 전화 이 노래 눈물 말 말 막차 전화 손 술 힘 가지 꿈속 이 노래 클럽 음악 이 노래 클럽 전화 이 노래 눈물 넌 내 게로 넌 채 내 곁에 있어 옆 노래 전화 이 노래 클럽 음악 이 노래 클럽 전화 이 노래 눈물
2010s,술집 생각 소주 한잔 김치찌개 눈물 한잔 사람 소식 지금 포장마차 자리 서서 날 사랑 말 영원 말 포장마차 자리 말 사람 포장마차 자리 서서 날 사랑 말 영원 말 포장마차 자리 말 노력 습관 예전 번 건 가요 날 사랑 말 영원 말 포장마차 자리 서서 날 사랑 말 영원 말 말
2010s,정신 차려 꽃 바람 사람 봄기운 눈치 밖 봄바람 맘 완벽 하루 사실 말 곁 벚꽃 필요 곁 봄이 사람 봄 사람 봄기운 눈치 밖 봄바람 맘 완벽 하루 사실 말 곁 벚꽃 필요 곁 봄이 사람 봄이 맘 봄바람 곁 맘 말 벚꽃 필요 곁 봄이 사람 봄
2010s,예감 앞 눈 고개 넌 텐 데 걸음 숨소리 듯 적막 두려움 속 눈 하루 하루살이 하루하루 내일 채 사랑 오늘 얼굴 어둠 속 뒷모습 날 원망 채 봄 겨울 채 살 아내 사랑 여름 장마 낙엽 마음 위 의미 계절 곁 사랑 마음 기억 하루하루 내일 채 사랑 오늘 얼굴 기억 속으로
2010s,안녕 말 을해 뒤 채 하룻밤 꿈 불안 맘 안녕 이제 안녕 말 마음 사랑 거 전 정해진 연일 지도 안고 욕심 거 안녕 이제 안녕 말 마음 사랑 거 문 운명 날 꽃 그리움 건 내 곁에 있어
2010s,사랑 넌 날 이유 이제 180 표정 말투 눈빛 향기 사랑 추억 이제 180 너와 나 남자 말 사랑해 거짓말 날 넌 이유 이제 180 표정 말투 눈빛 향기 사랑 추억 이제 180 너와 나 사랑해 말 눈 그리워 이제 180 너와 나 약속 변명 거짓말 진심 바보 내 사랑 이제 180 너와 나 이제 그리워 진 너와 나
2010s,이유 바보 음 바람 말 말 게 끝 생각 게 너에게 말 밤 사랑 하루 마음 하루 다짐 습관 생각 길 어진 그리움 날 생각 게 너에게 말 밤 사랑 하루 마음 하루 다짐 습관 척 척 사실 지금 너에게 마지막 말 번 쯤 거 하루 정도 쯤 하루 기억 사랑 시작
2010s,옷 이유 옷 날 네가 좋아 옷 네가 좋아 가수 노래 신용재 사랑 흉내 목이 이 노래 노래 이후 연습 이유 얘기 네가 좋아 노래 신용재 사랑 흉내 목이 이 노래 노래 이유 여태 바보 이유 사랑 듯이 넌 이별 연습 연습 목이 노래
2010s,꽃 속 샴푸 향 거 사람 거 다와 집 근처 핸드폰 거 번 연락 용기 내 마음 거 바라 말 집 앞 연락 꽃 속 샴푸 향 거 뒤 마음 거 바라 말 집 앞 연락 계절 바라 말 그리워 바라 생각 말 집 앞 꽃 거리 보고 파라 밤 말 집 앞 연락
2010s,발자국 바라본다 옆 자리 풍경 흑백 거리 가운데 넌 사이 이별 이별 사랑 사랑 거지 사랑 이유 서로 포기 번 길 적막 짙은 위 걸음 말 대화 주마등 길 곳 발 발 이별 손 이별 사랑 사랑 거지 사랑 이유 서로 포기 이후 바다 사랑 게 이별 텐 데 이후 바다 사랑 게 이별 텐 데
2010s,햇살 날 말 순간 듯 말 표정 아무것 말 척 하루 하루 생각 적 마지막 인사 아무것 게 말 척 하루 하루 생각 적 이별 앞 눈 모습 말 하루 하루 날
2010s,말 얘기 산들바람 이별 말 겨울 꽃 피고 노력 시 맘 사월이 발길 마지막 인사 처음 가로등 옆 미소 왼손 머리 테 사월이 발길 마지막 인사 맘 다 독 이율 물어 사람 미소 시야 사랑 때문 마지막 인사 전 행복 기억 사랑
2010s,하늘 구름 색 태양 빛 넌 장미 괜찮아 위험 할거 위험 할거 초콜릿 아이스크림 기분 우주 속 옆 꿈 행복 너에게 갈래 아무것 큰일 머리 홀린 듯 어쩌면 좋아 건지 바다 잠수함 매일 너와 나 요즘 상태 메세지 초콜릿 아이스크림 기분 우주 속 옆 꿈 행복 너에게 갈래 연기 눈 생각 뒤 꿈 행복 너에게 갈래
2010s,게 아니야 맘 진심 아니야 말 아냐 사람 마음 말 말 오늘 후회 척 사랑 인척 너와 나 말 말 사랑 그리워 마음 이해 이해 원래 사랑이란 말 말 오늘 후회 척 사랑 인척 너와 나 마지막 사랑 이제 거 후회 기대 이제 사랑 아니야 너와 나 사랑 말 말
2010s,전쟁 행복 나날 날 날 사랑 잘못 사랑 말 가슴 사람 너에게 맘 시절 사랑 철이 욕심 인가 사랑 말 가슴 사람 너에게 아침 날 망가 좋아서 인정 성공 쯤 앞 넌 홀로
2010s,말도 아무것 넌 원 꽃 피고 자리 끝 맘 음 꽃 물 표정 음 사랑 말 날 채 넌 바보 오늘 설 레 음 꽃 물 표정 사랑 말 날 채 넌 바보 바보 자리 말 이기 침묵 바보 미련 말도 아무것 넌 원
